epoch,loss,val_acc
1,0.47576322750893746,0.9803742583295298
2,0.03970617468081742,0.9892743039707896
3,0.029500768887605493,0.9876768598813327
4,0.025241092958699193,0.9917845732542219
5,0.023695293202820124,0.9952076677316294
6,0.021941756970795666,0.9879050661798265
7,0.02151919126376939,0.9926973984481972
8,0.0212697362351529,0.9933820173436787
9,0.021088146110951035,0.992925604746691
10,0.021838233744977405,0.9936102236421726
